marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,valor
5,2015,4,6,8,0,0,3,494,1,2,0,0,250,14493
3,2020,4,6,32,0,0,2,553,1,1,1,0,250,17567
7,2020,4,5,16,0,0,3,149,2,3,0,0,500,5083
9,2012,6,6,4,0,0,3,587,1,2,0,1000,250,17824
2,2018,8,15,16,0,0,2,490,0,0,0,0,250,17450
7,2020,12,12,8,0,0,2,101,2,3,0,0,500,5334
5,2023,12,19,16,0,0,3,490,0,2,0,0,1000,26026
1,2020,12,19,16,0,0,2,534,3,2,0,0,250,17240
5,2017,12,17,8,0,0,2,458,1,0,0,0,250,16451
1,2017,8,8,16,0,0,2,480,3,0,0,0,500,22322
3,2017,4,6,8,0,0,2,559,1,0,1,0,500,25356
5,2023,10,15,8,0,0,2,543,1,0,0,0,500,22935
10,2020,12,22,8,0,0,3,425,3,0,0,0,250,15584
9,2021,8,15,8,0,0,3,595,3,2,0,0,2000,22320
1,2023,6,11,16,0,0,2,472,3,2,0,0,1000,20482
10,2010,8,11,8,0,0,2,542,1,0,0,2000,250,25734
2,2014,4,7,12,0,0,4,463,2,1,0,500,0,11435
4,2018,10,13,2,0,0,2,538,1,3,0,0,250,19659
3,2014,6,10,8,0,0,3,449,3,2,0,1000,250,16333
3,2023,12,19,2,0,0,3,378,1,1,1,0,250,14478
6,2021,6,6,16,1,6,4,159,0,2,0,0,2000,22334
4,2015,6,10,2,0,0,3,580,1,3,0,0,250,16690
6,2010,4,6,16,0,0,2,521,3,2,0,0,1000,16542
10,2015,12,24,8,0,0,2,597,1,0,0,0,1000,19919
0,2014,10,14,16,0,0,1,61,2,3,0,1000,0,5408
5,2011,4,8,16,0,0,2,414,3,0,0,500,250,18233
1,2016,8,14,8,0,0,3,402,3,0,0,0,2000,14465
8,2020,6,6,16,1,6,4,64,0,2,0,0,1000,20325
1,2019,12,15,8,0,0,2,481,1,2,0,0,250,19784
9,2013,4,8,16,1,6,1,129,1,2,0,500,125,18991
4,2015,8,13,12,1,2,2,187,1,1,0,0,500,8975
5,2016,4,8,16,0,0,2,407,0,2,0,0,2000,22682
7,2010,4,4,16,0,0,1,271,2,3,0,500,0,7761
6,2022,10,19,16,0,0,3,534,3,0,0,0,1000,21518
2,2014,10,16,8,0,0,4,204,2,1,0,250,0,8884
4,2017,10,20,2,0,0,3,548,1,2,0,0,1000,15814
1,2014,6,7,8,0,0,2,502,1,0,0,500,250,14777
8,2021,12,13,16,1,6,4,94,1,2,0,0,250,21958
1,2015,4,6,8,0,0,2,425,0,2,0,0,250,21708
5,2018,6,6,8,0,0,2,579,1,2,0,0,250,17475
3,2015,10,17,6,0,0,3,49,1,1,1,0,500,7158
7,2011,6,12,16,0,0,1,109,2,3,0,250,0,5308
9,2012,6,11,12,1,2,3,96,1,2,0,1000,1000,8104
4,2013,4,7,12,1,6,4,126,3,4,0,500,125,10653
1,2020,12,18,8,0,0,2,578,0,0,0,0,2000,26371
3,2014,10,13,6,0,0,2,244,2,3,0,2000,0,9050
6,2023,4,7,2,0,0,3,101,1,1,1,0,500,10799
7,2018,10,10,64,0,0,2,195,2,3,0,0,250,7560
9,2012,2,4,8,1,4,1,156,1,2,0,1000,2000,9424
6,2017,6,12,12,1,6,1,134,1,1,0,0,500,11175
6,2010,2,2,12,0,0,4,366,2,1,0,0,500,8482
5,2013,12,14,8,0,0,3,583,1,0,0,500,250,19276
7,2013,4,4,2,0,0,2,180,2,1,0,500,0,5218
1,2022,8,10,8,0,0,2,556,0,0,0,0,250,21862
5,2017,6,7,16,0,0,3,435,0,0,0,0,2000,19863
6,2021,6,12,64,0,0,4,139,2,3,0,1000,0,6555
2,2019,10,17,6,0,0,2,456,1,1,1,0,1000,13757
0,2021,10,10,64,0,0,2,356,2,3,0,250,0,9721
4,2017,10,11,12,1,2,1,102,1,2,0,0,250,8339
2,2011,6,11,8,0,0,2,504,1,3,0,2000,1000,16747
2,2019,10,13,6,0,0,3,593,1,4,0,0,250,21080
3,2019,8,16,12,1,6,4,151,0,3,0,0,1000,10901
6,2010,4,5,12,0,0,1,46,2,1,0,250,0,5240
6,2015,4,4,16,0,0,2,476,1,2,0,0,1000,17468
8,2015,12,15,32,1,6,2,102,3,0,0,0,500,15711
6,2017,4,4,16,0,0,2,524,1,0,0,0,1000,22542
5,2022,8,14,8,0,0,3,573,1,0,0,0,2000,23968
7,2020,8,14,16,0,0,1,259,2,1,0,500,0,8539
6,2014,4,8,16,0,0,2,517,3,0,0,2000,250,20907
6,2011,2,2,6,0,0,2,280,2,4,0,500,0,8955
7,2012,2,4,16,0,0,1,135,2,3,0,500,0,5015
7,2016,10,20,12,0,0,4,178,2,1,0,500,0,6441
2,2023,4,7,8,0,0,3,569,1,1,1,0,1000,21295
3,2022,12,21,12,1,6,4,100,1,4,0,0,500,10560
3,2022,4,6,16,1,6,4,97,3,2,0,0,250,19227
2,2017,10,19,4,0,0,3,386,1,1,1,0,500,13478
5,2012,12,15,16,0,0,2,562,3,2,0,1000,250,21240
5,2014,12,18,8,0,0,2,439,1,2,0,1000,250,21676
9,2015,8,9,32,1,6,2,88,1,2,0,0,500,12735
6,2019,6,9,4,0,0,2,558,1,2,0,0,1000,19242
4,2022,6,7,2,0,0,3,566,1,1,0,0,1000,14845
9,2018,4,5,32,1,6,4,175,3,0,0,0,1000,20034
6,2011,6,9,12,0,0,2,442,1,0,1,0,1000,17536
7,2020,4,5,4,0,0,3,49,2,3,0,1000,0,3824
10,2019,10,17,16,0,0,3,420,0,0,0,0,250,24767
0,2014,6,12,12,1,2,4,69,1,4,0,2000,1000,8121
2,2021,6,10,8,0,0,3,416,1,0,0,0,1000,22014
10,2022,8,9,8,0,0,2,565,3,0,0,0,250,19972
6,2022,12,17,64,0,0,2,102,2,1,0,250,500,7343
7,2016,4,8,16,0,0,3,144,2,1,0,0,1000,6588
10,2017,12,14,8,0,0,3,470,3,0,0,0,2000,20110
3,2016,4,5,32,1,6,1,174,0,0,0,0,250,13862
5,2015,8,16,16,0,0,3,575,0,2,0,0,500,22640
1,2022,4,6,16,0,0,2,490,3,0,0,0,500,17553
0,2010,12,22,16,1,6,1,82,1,0,0,250,500,14225
6,2019,10,15,2,0,0,4,96,2,3,0,0,250,7127
6,2012,6,10,8,1,2,4,99,1,1,0,1000,250,7405
0,2021,4,8,32,1,6,4,99,1,0,0,0,1000,20289
6,2016,4,7,16,0,0,3,439,1,0,0,0,500,16923
8,2023,6,10,32,1,6,4,157,1,2,0,0,500,23695
9,2014,8,16,2,0,0,3,256,2,3,0,250,0,7979
4,2023,12,20,2,0,0,2,576,1,4,0,0,250,19274
7,2019,6,11,16,0,0,2,289,2,3,0,500,0,8184
3,2023,6,7,12,1,4,4,170,0,4,0,0,250,11446
0,2021,12,13,8,0,0,3,515,1,2,0,0,500,15637
5,2011,8,16,16,0,0,2,400,3,0,0,1000,250,21548
9,2022,8,14,12,1,6,4,32,3,3,0,0,250,9146
9,2022,4,5,32,0,0,2,570,1,0,1,0,250,18065
3,2016,8,15,16,0,0,3,340,1,1,1,0,500,13434
4,2020,10,13,8,1,4,4,36,1,3,0,0,500,7766
0,2011,4,5,4,0,0,3,597,1,3,0,2000,125,17977
4,2016,4,5,16,1,4,1,174,3,4,0,0,250,10833
2,2012,4,4,2,0,0,3,535,1,1,1,0,1000,16250
9,2016,4,6,6,0,0,2,367,1,1,1,0,500,15211
0,2010,6,6,8,0,0,2,543,1,2,0,2000,250,21451
4,2018,8,13,64,0,0,3,549,1,3,0,0,1000,21911
1,2018,6,8,16,0,0,2,410,1,0,0,0,1000,22455
0,2016,10,18,16,0,0,3,435,3,0,0,0,500,24515
8,2013,4,5,16,0,0,2,426,3,0,0,2000,250,16286
6,2020,6,11,16,0,0,2,535,0,0,0,0,250,19202
10,2013,4,6,8,0,0,3,445,3,0,0,250,250,17797
0,2015,4,4,16,1,4,3,196,3,2,0,0,2000,13371
6,2015,8,13,8,0,0,2,507,1,2,0,0,2000,16252
2,2020,6,10,64,0,0,2,329,2,1,0,250,0,10239
9,2012,6,9,8,0,0,3,105,2,1,0,0,500,5701
8,2020,4,6,32,1,6,4,65,3,2,0,0,2000,19820
3,2012,4,7,16,1,6,1,50,3,4,0,500,500,8891
0,2020,10,13,4,0,0,3,192,1,1,1,0,1000,10592
2,2011,6,12,16,0,0,2,549,1,3,0,500,2000,16844
10,2018,6,8,16,0,0,3,532,0,0,0,0,1000,23573
1,2019,6,11,16,0,0,2,420,0,0,0,0,500,15407
9,2022,6,8,8,0,0,2,539,3,2,0,0,250,23925
3,2023,6,12,16,0,0,1,172,2,3,0,0,1000,6872
2,2017,4,7,4,0,0,3,92,1,1,1,0,250,7492
5,2021,6,6,16,0,0,3,493,3,0,0,0,1000,22605
4,2013,10,11,16,1,6,3,99,1,2,0,0,250,11387
1,2015,4,8,16,0,0,3,531,3,0,0,0,1000,20543
0,2010,2,4,6,0,0,2,176,1,1,1,2000,250,8317
7,2015,8,11,4,0,0,4,285,2,3,0,0,500,7594
6,2012,2,4,6,0,0,3,157,2,1,0,2000,0,5967
1,2019,12,13,8,0,0,2,577,0,0,0,0,250,17068
9,2016,12,18,8,0,0,2,481,0,0,1,0,500,18914
1,2012,10,14,8,0,0,2,537,1,0,0,2000,250,23124
7,2011,6,10,16,0,0,1,153,2,1,0,250,0,5266
9,2016,6,10,12,1,6,3,190,0,4,0,0,1000,12573
8,2014,12,21,16,1,6,1,65,0,0,0,1000,250,16647
2,2011,8,14,8,0,0,3,550,1,2,0,1000,250,22808
10,2011,10,20,16,0,0,2,424,1,2,0,500,250,15198
6,2010,4,7,2,0,0,4,402,2,1,0,250,0,8691
2,2022,12,22,12,0,0,3,567,1,4,0,0,500,20239
0,2019,8,10,16,1,4,4,116,1,3,0,0,500,10724
4,2019,8,10,32,0,0,2,577,1,2,0,0,1000,17743
8,2014,6,11,16,0,0,3,540,1,2,0,1000,250,24843
10,2019,12,20,16,0,0,3,549,0,0,0,0,500,17234
3,2014,12,17,12,1,6,3,169,3,1,0,0,1000,12056
8,2018,4,7,16,0,0,2,401,0,0,0,0,500,16688
1,2022,12,16,8,0,0,2,572,0,2,0,0,500,25620
6,2019,10,12,12,1,2,4,161,1,2,0,0,2000,9853
5,2022,10,15,8,0,0,2,519,3,0,0,0,250,19364
2,2018,8,14,16,0,0,3,537,1,2,0,0,2000,17612
5,2017,4,5,8,0,0,2,411,1,2,0,0,250,12819
7,2014,6,6,2,0,0,4,31,2,1,0,250,0,3540
10,2021,12,17,8,0,0,3,502,0,0,0,0,250,16675
2,2011,6,6,4,0,0,4,567,2,1,0,250,0,11079
5,2023,10,10,16,0,0,3,516,0,2,0,0,2000,22226
9,2019,8,10,12,1,4,4,200,3,3,0,0,2000,11227
10,2010,6,8,8,0,0,3,518,1,2,0,250,250,23163
0,2012,4,8,16,0,0,2,476,1,1,1,500,250,16670
3,2019,12,13,12,1,2,4,125,1,2,0,0,500,9447
3,2021,4,5,12,0,0,1,495,2,1,0,500,0,11195
3,2012,2,3,8,1,4,3,33,1,2,0,250,1000,7926
9,2012,2,4,2,0,0,3,375,2,3,0,500,0,8187
7,2021,4,7,8,0,0,3,168,2,1,0,1000,0,5974
7,2021,6,9,32,0,0,1,131,2,3,0,0,250,5698
3,2023,10,11,12,0,0,4,196,2,2,0,0,2000,10173
8,2022,6,7,16,0,0,3,414,1,2,0,0,2000,21763
3,2019,10,13,8,0,0,3,451,1,1,1,0,250,22613
0,2013,12,18,12,1,4,2,50,3,4,0,500,500,9893
9,2021,10,16,16,0,0,2,279,2,1,0,500,0,7913
5,2014,4,4,16,0,0,2,505,3,0,0,2000,250,17169
7,2016,8,15,8,0,0,3,145,2,3,0,0,500,5855
2,2023,8,10,8,0,0,2,526,2,3,0,0,2000,14684
10,2015,6,7,8,0,0,2,501,1,2,0,0,1000,25100
0,2020,12,22,32,0,0,3,543,2,1,0,0,250,12442
8,2016,10,13,32,1,6,4,116,1,0,0,0,250,21440
10,2019,8,13,16,0,0,3,459,3,2,0,0,500,20119
3,2013,10,16,32,1,6,1,63,0,0,0,2000,2000,17113
4,2011,6,6,12,0,0,3,557,1,4,0,1000,500,15453
4,2022,4,8,12,1,6,4,37,1,1,0,0,2000,9149
10,2013,10,13,8,0,0,2,527,1,2,0,250,250,25174
9,2014,4,4,2,0,0,3,580,2,2,0,250,0,12978
2,2012,12,21,16,0,0,2,583,3,2,0,1000,250,22192
6,2013,6,11,4,0,0,3,275,2,3,0,500,0,7928
7,2017,8,8,12,0,0,4,156,2,3,0,0,250,5697
4,2017,8,8,6,0,0,3,592,1,4,0,0,500,17453
6,2023,8,8,32,1,8,4,90,1,0,0,0,1000,18291
4,2022,12,24,8,1,2,4,65,1,4,0,0,250,7757
2,2016,10,10,16,0,0,3,457,1,1,1,0,1000,13645
0,2013,4,8,2,0,0,3,448,1,1,1,2000,250,13095
5,2011,12,12,8,0,0,3,538,0,2,0,250,250,26410
7,2017,10,16,12,0,0,1,278,2,1,0,1000,0,7744
5,2012,6,7,16,0,0,2,434,0,2,0,1000,250,14695
8,2017,4,6,16,1,6,2,75,1,0,0,0,250,15072
3,2012,6,10,32,1,6,4,43,0,0,0,500,250,13444
10,2013,8,9,16,0,0,2,464,3,2,0,2000,250,19153
3,2017,8,12,6,0,0,2,574,1,3,0,0,500,17229
5,2023,4,5,8,0,0,2,501,1,0,0,0,2000,23102
2,2010,6,11,8,0,0,3,436,0,0,0,500,250,14848
8,2010,6,12,16,1,6,2,123,3,2,0,1000,250,12738
3,2017,8,12,4,0,0,3,554,1,4,0,0,1000,17353
9,2011,6,10,16,0,0,1,571,2,4,0,250,0,14798
7,2020,10,10,8,0,0,4,261,2,3,0,1000,0,7824
8,2022,10,15,8,0,0,3,546,1,2,0,0,1000,25211
2,2023,12,22,16,0,0,2,518,3,0,1,0,250,24065
9,2020,4,7,32,1,6,4,84,3,2,0,0,2000,12900
0,2012,6,9,16,1,6,1,93,0,2,0,1000,2000,14414
4,2015,10,10,12,1,2,1,52,1,1,0,0,500,6459
9,2014,4,4,2,0,0,4,107,2,4,0,0,1000,7342
9,2011,6,7,4,0,0,2,591,1,1,0,2000,125,16070
5,2014,12,14,16,0,0,2,488,3,2,0,1000,250,19573
9,2019,6,8,64,0,0,2,479,2,3,0,250,0,11137
10,2015,8,11,8,0,0,3,463,1,0,0,0,250,20627
10,2011,6,11,16,0,0,3,569,1,0,0,2000,250,21009
9,2019,12,21,16,1,6,4,196,3,2,0,0,2000,14622
0,2018,4,7,16,1,6,4,110,0,2,0,0,250,17388
8,2020,12,24,16,0,0,3,449,0,0,0,0,500,17717
3,2018,6,12,64,0,0,2,92,1,1,1,0,500,10615
0,2016,10,16,8,0,0,3,590,2,1,0,500,0,12774
4,2017,6,9,12,1,4,3,178,1,1,0,0,250,8071
9,2013,4,7,2,0,0,3,435,1,0,1,2000,250,14788
4,2018,8,15,6,0,0,2,596,1,4,0,0,250,16109
7,2018,10,12,4,0,0,4,250,2,1,0,500,0,7064
1,2012,8,9,16,0,0,2,526,3,0,0,500,250,25215
1,2012,12,22,8,0,0,3,451,1,2,0,500,250,14804
6,2017,4,4,12,1,2,2,74,1,4,0,0,250,6173
9,2014,10,14,2,0,0,2,262,2,2,0,500,0,10718
0,2012,2,2,16,0,0,2,544,1,1,0,500,500,19736
6,2013,6,7,4,0,0,1,461,2,1,0,2000,0,10677
2,2021,6,11,8,0,0,2,500,0,2,0,0,1000,16247
5,2014,6,10,16,0,0,2,584,1,2,0,2000,250,24568
10,2019,6,11,16,0,0,3,551,0,2,0,0,250,17001
6,2016,4,5,32,1,6,4,190,1,2,0,0,2000,25040
7,2014,10,15,4,0,0,3,147,2,3,0,0,500,6383
0,2021,10,19,16,1,6,4,163,0,2,0,0,250,18001
7,2023,4,5,16,0,0,3,132,2,1,0,500,1000,6174
9,2019,6,7,6,0,0,2,303,2,4,0,1000,0,9500
3,2019,6,10,16,1,6,4,128,0,0,0,0,500,15683
6,2019,8,14,12,1,2,4,162,1,3,0,0,2000,9446
10,2014,6,12,8,0,0,3,544,0,2,0,1000,250,21906
4,2019,12,13,12,1,4,4,122,1,2,0,0,2000,9109
1,2013,8,15,8,0,0,2,554,1,0,0,500,250,20080
7,2022,4,6,12,0,0,1,189,2,1,0,1000,2000,7342
6,2020,10,13,12,1,2,4,153,1,2,0,0,250,9523
3,2013,2,3,16,0,0,3,37,1,1,1,2000,250,9664
3,2014,10,13,12,0,0,1,592,2,3,0,0,500,12006
10,2011,10,11,16,0,0,3,498,1,0,0,0,250,16736
2,2017,10,13,64,0,0,2,585,1,0,1,0,1000,19880
5,2012,4,4,16,0,0,3,539,3,0,0,0,500,23165
5,2010,4,5,8,0,0,2,547,1,2,0,0,1000,19371
2,2013,4,6,8,0,0,1,547,2,3,0,2000,0,11773
5,2017,6,10,8,0,0,2,507,0,2,0,0,500,23644
6,2015,6,10,12,0,0,2,277,1,1,1,0,250,11567
7,2015,10,15,32,0,0,2,106,2,1,0,250,0,6168
1,2011,8,9,16,0,0,3,485,3,2,0,0,2000,18437
5,2010,4,5,8,0,0,3,564,3,0,0,0,1000,22599
10,2020,12,15,16,0,0,2,558,1,2,0,0,2000,21021
7,2021,10,15,8,0,0,1,174,2,3,0,0,250,6851
5,2016,12,22,16,0,0,2,506,3,0,0,0,1000,21865
5,2010,10,10,16,0,0,2,544,3,0,0,500,250,16000
4,2018,6,8,32,0,0,3,522,1,1,0,0,500,15331
1,2012,6,10,16,0,0,2,460,0,2,0,0,500,16285
4,2013,4,7,16,0,0,2,526,1,3,0,1000,1000,17730
3,2022,12,12,2,0,0,2,588,1,2,0,0,250,16534
1,2017,8,15,16,0,0,3,481,3,2,0,0,250,15034
7,2016,4,7,6,0,0,2,275,2,3,0,500,0,6964
0,2014,4,4,16,1,4,2,180,3,1,0,0,250,11685
1,2019,6,9,16,0,0,2,490,0,2,0,0,250,23828
2,2010,2,4,12,0,0,4,311,2,3,0,0,2000,8267
1,2014,8,9,16,0,0,2,587,3,2,0,1000,250,19030
8,2011,12,24,8,0,0,3,459,3,2,0,1000,250,23768
0,2013,6,8,6,0,0,4,334,2,3,0,2000,0,10161
4,2016,8,14,8,1,2,2,143,1,1,0,0,2000,9115
1,2019,6,8,8,0,0,2,532,3,0,0,0,2000,16728
3,2012,10,15,16,1,6,1,191,0,0,0,0,250,20554
5,2014,6,11,8,0,0,3,516,0,2,0,250,250,24945
7,2022,4,7,64,0,0,4,187,2,1,0,250,2000,8669
9,2011,4,4,32,1,6,3,128,3,2,0,0,1000,12616
8,2013,4,8,16,1,6,1,133,3,0,0,250,1000,21413
0,2013,12,12,16,1,4,1,46,1,4,0,0,2000,11336
7,2010,4,7,2,0,0,3,199,2,1,0,1000,0,6583
3,2022,10,11,8,1,4,4,61,1,3,0,0,500,7940
6,2012,4,6,16,1,6,4,107,3,2,0,0,250,11239
4,2016,4,7,16,1,6,4,88,0,1,0,0,1000,9902
1,2013,8,13,8,0,0,3,528,1,2,0,500,250,16095
4,2021,6,8,8,0,0,3,555,1,2,0,0,2000,18258
9,2011,4,6,16,0,0,4,409,2,1,0,1000,0,9226
9,2010,2,3,2,0,0,3,244,1,1,1,250,250,12015
8,2018,4,4,16,1,6,4,35,0,2,0,0,1000,17527
4,2014,6,11,16,1,4,3,156,3,1,0,500,2000,11985
8,2015,6,6,16,0,0,2,558,3,2,0,0,250,17777
8,2011,4,4,16,1,6,1,171,3,0,0,0,1000,19040
6,2013,4,4,6,0,0,2,461,1,1,1,250,250,13834
4,2021,12,17,64,0,0,2,592,1,2,0,0,500,20761
8,2023,4,5,16,1,12,4,70,0,0,0,0,500,17202
2,2021,12,22,8,0,0,3,530,1,1,0,0,250,14928
4,2013,2,4,12,0,0,2,596,1,2,0,250,2000,19296
2,2012,6,7,16,0,0,2,599,3,1,1,2000,250,20354
5,2012,10,16,8,0,0,3,582,0,2,0,250,250,26479
8,2014,6,11,16,1,6,3,110,0,2,0,500,250,16146
10,2013,8,11,8,0,0,3,424,0,2,0,1000,250,20843
6,2023,4,6,6,0,0,2,241,1,1,1,0,250,9609
6,2010,4,4,16,0,0,3,283,2,4,0,1000,0,9728
4,2016,6,11,12,1,6,3,78,3,4,0,0,250,9168
9,2017,6,6,6,0,0,2,577,1,3,0,0,1000,19433
7,2011,4,7,2,0,0,1,150,2,1,0,0,500,5248
1,2017,4,5,8,0,0,2,543,3,0,0,0,500,22301
2,2013,4,6,8,0,0,3,431,2,4,0,0,250,12302
1,2022,10,14,16,0,0,2,575,3,2,0,0,2000,27618
9,2017,6,6,8,0,0,3,533,1,1,1,0,1000,24304
2,2013,2,4,6,0,0,4,327,2,2,0,500,0,10006
0,2015,6,11,6,0,0,3,523,1,1,0,0,2000,20099
5,2019,8,16,16,0,0,2,522,0,2,0,0,250,23529
6,2015,8,8,16,0,0,3,498,3,2,0,0,2000,21890
7,2019,8,14,4,0,0,3,88,2,3,0,0,2000,5176
3,2022,10,18,16,0,0,2,512,0,0,1,0,500,26182
2,2014,4,4,8,0,0,3,246,2,3,0,0,250,6613
7,2011,6,9,4,0,0,1,250,2,3,0,500,0,6368
0,2010,4,6,12,1,4,2,79,1,4,0,1000,250,7144
1,2015,12,22,16,0,0,2,573,3,0,0,0,1000,26574
0,2015,6,7,4,0,0,3,327,1,0,1,0,250,13427
1,2022,8,13,8,0,0,2,573,1,0,0,0,250,21064
2,2011,2,3,4,0,0,2,444,1,0,1,1000,250,15604
0,2016,6,11,16,1,6,2,39,1,2,0,0,1000,21350
1,2016,10,20,8,0,0,3,517,0,0,0,0,1000,17054
7,2018,6,12,2,0,0,4,157,2,1,0,500,0,5473
4,2022,8,9,16,0,0,2,597,1,4,0,0,2000,21073
4,2021,8,12,12,1,4,4,159,3,4,0,0,250,11002
4,2020,6,11,12,1,6,4,133,3,1,0,0,500,10369
7,2014,8,15,6,0,0,1,126,2,3,0,250,0,5751
9,2012,6,10,12,1,4,2,132,0,3,0,0,250,10295
5,2013,4,6,8,0,0,2,579,0,0,0,250,250,19250
6,2021,4,7,12,1,6,4,100,1,2,0,0,2000,11132
1,2023,6,8,8,0,0,2,432,1,2,0,0,250,15264
9,2019,10,16,32,1,6,4,127,3,2,0,0,250,14124
3,2015,6,8,2,0,0,1,267,2,2,0,500,0,10307
7,2019,4,7,2,0,0,4,182,2,3,0,500,0,6292
2,2023,4,6,16,0,0,2,142,2,1,0,250,125,5536
9,2019,4,4,4,0,0,2,380,2,1,0,500,0,7981
5,2017,8,15,8,0,0,3,501,3,0,0,0,250,21057
6,2022,4,7,4,0,0,2,539,1,2,0,0,1000,17580
0,2010,4,6,12,1,2,3,191,1,4,0,1000,500,9776
0,2016,8,15,2,0,0,3,555,1,1,1,0,250,14725
10,2010,12,13,16,0,0,2,549,3,0,0,500,250,17123
9,2019,12,24,16,0,0,2,514,1,1,1,0,250,20387
1,2017,8,11,8,0,0,3,538,3,2,0,0,250,20979
0,2021,12,18,4,0,0,1,576,2,1,0,0,2000,12898
6,2020,10,12,12,1,4,4,100,1,4,0,0,2000,9926
0,2015,6,6,4,0,0,3,538,1,2,0,0,250,15896
3,2014,10,10,16,0,0,2,536,1,2,0,500,250,17983
9,2017,12,20,12,1,6,1,86,3,3,0,0,2000,12194
5,2015,8,14,8,0,0,2,556,1,2,0,0,500,21161
5,2020,6,9,16,0,0,2,584,3,0,0,0,1000,17795
3,2021,12,22,32,0,0,2,308,2,1,0,0,2000,9998
6,2020,6,6,12,0,0,4,129,2,1,0,250,0,5949
9,2012,2,4,6,0,0,3,94,2,3,0,1000,0,5174
7,2013,6,9,16,0,0,1,59,2,3,0,500,0,4133
8,2022,10,11,32,1,8,4,57,0,2,0,0,500,16605
8,2015,6,9,16,1,6,4,103,1,2,0,0,250,12015
7,2013,2,3,8,0,0,1,161,2,1,0,1000,0,4865
10,2022,10,15,16,0,0,2,597,1,0,0,0,2000,20379
9,2016,8,10,2,0,0,1,131,2,1,0,250,0,5383
7,2011,4,6,12,0,0,1,294,2,1,0,0,1000,8048
10,2020,10,10,16,0,0,2,575,1,0,0,0,250,26155
4,2016,4,4,12,0,0,2,556,1,2,0,0,1000,16449
10,2014,8,15,8,0,0,2,438,3,0,0,1000,250,14705
8,2011,12,22,8,0,0,2,499,1,0,0,250,250,24828
1,2022,10,15,8,0,0,2,562,3,2,0,0,2000,27126
6,2011,6,11,4,0,0,3,250,1,0,1,500,250,10090
6,2011,4,7,32,1,6,2,199,3,0,0,2000,1000,25821
2,2018,6,9,64,0,0,2,242,1,0,1,0,2000,15917
2,2012,6,8,16,0,0,4,479,2,1,0,250,0,11073
8,2017,8,16,16,1,6,4,80,0,2,0,0,250,20941
10,2021,6,11,8,0,0,2,598,1,0,0,0,2000,23485
8,2018,6,7,8,0,0,3,461,0,2,0,0,1000,17938
10,2010,10,18,8,0,0,3,450,0,0,0,0,1000,25490
5,2010,8,13,8,0,0,2,465,0,2,0,2000,250,18484
7,2017,4,6,8,0,0,3,185,2,3,0,0,500,6022
1,2014,12,12,8,0,0,2,518,3,0,0,1000,250,20912
1,2017,10,18,16,0,0,2,435,3,2,0,0,500,22008
0,2023,8,8,32,0,0,3,537,1,3,0,0,250,18471
7,2013,6,9,16,0,0,2,89,2,1,0,1000,0,4305
4,2016,10,11,12,1,2,2,142,1,1,0,0,2000,10187
4,2023,8,15,12,1,8,4,55,0,2,0,0,1000,10649
1,2022,12,19,8,0,0,2,548,1,2,0,0,1000,23673
0,2013,10,16,12,1,6,3,129,3,1,0,0,500,11900
6,2017,8,14,16,0,0,3,516,0,0,0,0,1000,17562
3,2012,12,17,8,0,0,3,413,0,0,1,2000,250,15230
4,2014,8,13,16,1,6,3,61,1,3,0,500,125,9791
1,2013,12,19,16,0,0,2,543,3,0,0,1000,250,24923
10,2022,4,5,16,0,0,2,400,0,0,0,0,1000,22611
8,2016,4,7,32,1,6,1,164,1,0,0,0,250,17458
10,2012,8,11,16,0,0,3,578,3,2,0,0,250,16352
9,2016,6,11,16,1,4,2,154,3,1,0,0,250,11668
10,2017,10,10,8,0,0,2,599,3,2,0,0,2000,26858
1,2012,10,10,16,0,0,2,479,1,2,0,250,250,24980
6,2017,6,11,8,0,0,2,513,1,0,0,0,250,24251
3,2016,6,9,8,1,2,1,163,1,2,0,0,2000,8937
7,2019,12,20,64,0,0,2,115,2,3,0,1000,0,7325
9,2018,4,6,64,0,0,2,536,1,4,0,0,1000,18676
8,2013,8,16,16,0,0,3,426,0,0,0,0,2000,24526
8,2014,6,6,8,0,0,3,521,0,2,0,1000,250,15912
0,2016,4,6,4,0,0,3,573,1,1,0,0,250,17746
6,2021,12,15,32,1,6,4,125,0,2,0,0,250,20494
10,2010,12,19,8,0,0,3,496,3,0,0,1000,250,23598
3,2011,2,2,16,0,0,2,225,2,1,0,250,0,7437
6,2015,4,8,2,0,0,3,572,1,1,0,0,250,15600
1,2016,8,9,16,0,0,2,433,1,0,0,0,250,20161
1,2016,10,16,16,0,0,2,570,0,2,0,0,2000,18159
4,2023,4,8,8,1,2,4,194,1,1,0,0,250,8614
8,2011,8,9,32,1,6,3,185,3,2,0,0,500,18848
6,2017,10,13,8,0,0,2,425,0,0,0,0,2000,25196
10,2017,12,14,16,0,0,3,564,3,0,0,0,500,20510
10,2023,10,14,8,0,0,3,521,3,0,0,0,500,17304
9,2022,8,10,32,0,0,3,299,1,1,1,0,250,14788
8,2010,8,13,8,0,0,2,486,3,2,0,2000,250,20829
2,2023,4,5,8,0,0,3,496,0,1,1,0,250,23089
3,2013,6,6,8,0,0,3,527,1,3,0,0,500,17152
6,2022,6,12,16,1,6,4,194,0,2,0,0,500,12994
